date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:45:11	9750/9750	---M--	200	added ('OK')	image/jpeg	etag:%222616-65a15bdb-e55c9c976d042823;;;%22	https://cutesolution.com/html/webtech/assets/img/client/testimonial-2.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/client/testimonial-2.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:11	6121/6121	---M--	200	added ('OK')	image/jpeg	etag:%2217e9-65a15bdb-9e058aca5cbd9ca3;;;%22	https://cutesolution.com/html/webtech/assets/img/client/testimonial-3.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/client/testimonial-3.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:12	43088/43088	---M--	200	added ('OK')	image/jpeg	etag:%22a850-65a15bdb-1320c676490a44b0;;;%22	https://cutesolution.com/html/webtech/assets/img/team/team-1.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/team/team-1.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:12	42142/42142	---M--	200	added ('OK')	image/jpeg	etag:%22a49e-65a15bdb-4c5838d2d4450584;;;%22	https://cutesolution.com/html/webtech/assets/img/team/team-2.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/team/team-2.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:12	21779/21779	---M--	200	added ('OK')	image/jpeg	etag:%225513-65a15bdb-403bdfeaf7368dd1;;;%22	https://cutesolution.com/html/webtech/assets/img/team/team-3.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/team/team-3.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:13	22180/22180	---M--	200	added ('OK')	image/jpeg	etag:%2256a4-65a15bdb-767307270b5ab7a1;;;%22	https://cutesolution.com/html/webtech/assets/img/team/team-4.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/team/team-4.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:13	33216/33216	---M--	200	added ('OK')	image/jpeg	etag:%2281c0-65a15bdb-4bbabe9549968e23;;;%22	https://cutesolution.com/html/webtech/assets/img/blog/blog-1.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/blog/blog-1.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:13	54072/54072	---M--	200	added ('OK')	image/jpeg	etag:%22d338-65a15bdb-cbe8df6bf8319ea;;;%22	https://cutesolution.com/html/webtech/assets/img/blog/blog-2.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/blog/blog-2.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:13	40143/40143	---M--	200	added ('OK')	image/jpeg	etag:%229ccf-65a15bdb-2eaf2d3bef796b34;;;%22	https://cutesolution.com/html/webtech/assets/img/blog/blog-3.jpg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/blog/blog-3.jpg	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:14	25934/25934	---M--	200	added ('OK')	image/png	etag:%22654e-65a15bdb-4e107798800b8cde;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-1.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-1.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:14	36716/36716	---M--	200	added ('OK')	image/png	etag:%228f6c-65a15bdb-967ee05b7da876ec;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-2.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-2.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:14	38250/38250	---M--	200	added ('OK')	image/png	etag:%22956a-65a15bdb-a286c7b6b5a0f36;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-3.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-3.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:14	19527/19527	---M--	200	added ('OK')	image/png	etag:%224c47-65a15bdb-218406fd2a357750;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-4.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-4.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:15	18449/18449	---M--	200	added ('OK')	image/png	etag:%224811-65a15bdb-d317db79059c8e93;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-5.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-5.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:15	39421/39421	---M--	200	added ('OK')	image/png	etag:%2299fd-65a15bdb-b2f6be93bac04d0f;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-6.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-6.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:15	12791/12791	---M--	200	added ('OK')	image/png	etag:%2231f7-65a15bdb-c9864ccb27d9292;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-7.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-7.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:15	27379/27379	---M--	200	added ('OK')	image/png	etag:%226af3-65a15bdb-8f279c7e0de79657;;;%22	https://cutesolution.com/html/webtech/assets/img/partner/client-8.png	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/img/partner/client-8.png	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:16	84361/84361	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214989-65a15bdb-6949259f2769f5ec;gz%22	https://cutesolution.com/html/webtech/assets/js/jquery.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/jquery.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:17	20967/20967	---M-Z	200	added ('OK')	application/x-javascript	etag:%2251e7-65a15bdb-815c3ae310c8a166;gz%22	https://cutesolution.com/html/webtech/assets/js/popper.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/popper.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:17	80663/80663	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213b17-65a15bdb-3f1d84f6a3c1372f;gz%22	https://cutesolution.com/html/webtech/assets/js/bootstrap.bundle.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/bootstrap.bundle.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:17	6036/6036	---M-Z	200	added ('OK')	application/x-javascript	etag:%221794-65a15bdb-549bde9d8f03d313;gz%22	https://cutesolution.com/html/webtech/assets/js/jquery.meanmenu.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/jquery.meanmenu.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:18	1843/1843	---M-Z	200	added ('OK')	application/x-javascript	etag:%22733-65a15bdb-b61344fc4aa5bfad;gz%22	https://cutesolution.com/html/webtech/assets/js/jquery.appear.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/jquery.appear.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:19	8833/8833	---M-Z	200	added ('OK')	application/x-javascript	etag:%222281-65a15bdb-494461260610c09e;gz%22	https://cutesolution.com/html/webtech/assets/js/jquery.waypoints.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/jquery.waypoints.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:19	2182/2182	---M-Z	200	added ('OK')	application/x-javascript	etag:%22886-65a15bdb-ea72b5eead6038cf;gz%22	https://cutesolution.com/html/webtech/assets/js/jquery.counterup.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/jquery.counterup.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:20	44348/44348	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ad3c-65a15bdb-849e1c4ededfccdf;gz%22	https://cutesolution.com/html/webtech/assets/js/owl.carousel.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/owl.carousel.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:21	144877/144877	---M-Z	200	added ('OK')	application/x-javascript	etag:%22235ed-65a15bdb-fe44e605d901a5b;gz%22	https://cutesolution.com/html/webtech/assets/js/swiper.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/swiper.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:21	8183/8183	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ff7-65a15bdb-12ca76807f1e7883;gz%22	https://cutesolution.com/html/webtech/assets/js/wow.min.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/wow.min.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:22	6332/6332	---M-Z	200	added ('OK')	application/x-javascript	etag:%2218bc-65a15bdb-ae3b67d12263c0d5;gz%22	https://cutesolution.com/html/webtech/assets/js/main.js	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/js/main.js	(from https://cutesolution.com/html/webtech/index-2.html)
18:45:23	51272/51272	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22c848-65a15bdb-c48574d865a35330;gz%22	https://cutesolution.com/html/webtech/assets/fonts/flaticon.ttf?b014d13cd529ac70e334da0872eecc24	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/flaticonc29e.ttf	(from https://cutesolution.com/html/webtech/assets/css/flaticon.css)
18:45:23	20228/20228	---M--	200	added ('OK')	application/font-woff	etag:%224f04-65a15bdb-1f933bc615d863a4;;;%22	https://cutesolution.com/html/webtech/assets/fonts/flaticon.woff?b014d13cd529ac70e334da0872eecc24	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/flaticonc29e.woff	(from https://cutesolution.com/html/webtech/assets/css/flaticon.css)
18:45:23	17200/17200	---M--	200	added ('OK')	font/woff2	etag:%224330-65a15bdb-2f067b97d4e80685;;;%22	https://cutesolution.com/html/webtech/assets/fonts/flaticon.woff2?b014d13cd529ac70e334da0872eecc24	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/flaticonc29e.woff2	(from https://cutesolution.com/html/webtech/assets/css/flaticon.css)
18:45:24	51440/51440	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c8f0-65a15bdb-1eb5001b0f3cf993;gz%22	https://cutesolution.com/html/webtech/assets/fonts/flaticon.eot?b014d13cd529ac70e334da0872eecc24	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/flaticonc29e.eot	(from https://cutesolution.com/html/webtech/assets/css/flaticon.css)
18:45:24	819034/819034	---M-Z	200	added ('OK')	image/svg+xml	etag:%22c7f5a-65a15bdb-df6220f2728adcc3;gz%22	https://cutesolution.com/html/webtech/assets/fonts/flaticon.svg?b014d13cd529ac70e334da0872eecc24	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/flaticonc29e.svg	(from https://cutesolution.com/html/webtech/assets/css/flaticon.css)
18:45:25	129916/129916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-65a15bdb-504568c18984f104;gz%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400.eot	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400.eot	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
18:45:25	129916/129916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221fb7c-65a15bdb-21f593b11caacb4e;gz%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400d41d.eot?	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400d41dd41d.eot	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
18:45:25	74768/74768	---M--	200	added ('OK')	font/woff2	etag:%2212410-65a15bdb-f7ca95b04a32e1a9;;;%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400.woff2	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400.woff2	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
18:45:26	87688/87688	---M--	200	added ('OK')	application/font-woff	etag:%2215688-65a15bdb-deb43ed4967ad9dc;;;%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400.woff	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400.woff	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
18:45:27	129612/129612	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221fa4c-65a15bdb-18cece09531e2bb9;gz%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400.ttf	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400.ttf	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
18:45:27	698042/698042	---M-Z	200	added ('OK')	image/svg+xml	etag:%22aa6ba-65a15bdb-489e22d6afc5bb9d;gz%22	https://cutesolution.com/html/webtech/assets/fonts/fa-brands-400.svg	C:/Users/91638/Desktop/fin/cutesolution.com/html/webtech/assets/fonts/fa-brands-400.svg	(from https://cutesolution.com/html/webtech/assets/css/fontawesome.min.css)
